9.	Geografía. Biografía. Historia.
902	Arqueología.
903	Prehistoria. Restos prehistóricos.
904	Restos culturales de tiempos históricos.
908	Descripción geográfico-histórica de un territorio, una localidad.
91	Geografía general. Historia de la geografía.
910	Geografía como ciencia. Cuestiones generales. Viajes.
910.4	Viajes de descubrimientos. Expediciones.
911.2	Geografía física.
911.3	Geografía humana, social y cultural.
912	Mapas. Atlas geográficos. Globos terráqueos.
913	Geografía del mundo antiguo. Geografía regional en general.
914	Geografía de Europa.
914.60	Geografía de España.
914.601.1	Geografía de Galicia.
914.601.2	Geografía del Principado de Asturias.
914.601.3	Geografía de Cantabria.
914.601.5	Geografía del País Vasco.
914.601.6	Geografía de Navarra.
914.601.8	Geografía de Castilla y León.
914.602.1	Geografía de La Rioja.
914.602.2	Geografía de Aragón.
914.602.3	Geografía de Cataluña.
914.602.5	Geografía de Extremadura.
914.602.7	Geografía de la Comunidad Autónoma de Madrid.
914.602.8	Geografía de Castilla-La Mancha.
914.603.1	Geografía de la Comunidad Autónoma Valenciana.
914.603.2	Geografía de las Baleares.
914.603.3	Geografía de la Región de Murcia.
914.603.5	Geografía de Andalucía.
914.604.1	Geografía de Canarias.
915	Geografía de Asia.
916	Geografía de África.
917	Geografía de América del Norte y Central.
917.2	Geografía de México.
917.281	Geografía de Guatemala.
917.282	Geografía de Belice.
917.283	Geografía de Honduras.
917.284	Geografía de El Salvador.
917.285	Geografía de Nicaragua.
917.286	Geografía de Costa Rica.
917.287	Geografía de Panamá.
917.291	Geografía de Cuba.
917.292	Geografía de Jamaica.
917.293	Geografía de la República Dominicana.
917.294	Geografía de Haití.
917.295	Geografía de Puerto Rico.
917.297/.299	Geografía de las Pequeñas Antillas.
918	Geografía de América del Sur.
918.1	Geografía de Brasil.
918.2	Geografía de Argentina.
918.3	Geografía de Chile.
918.4	Geografía de Bolivia.
918.5	Geografía de Perú.
918.61	Geografía de Colombia.
918.66	Geografía de Ecuador.
918.7	Geografía de Venezuela.
918.92	Geografía de Paraguay.
918.99	Geografía de Uruguay.
919	Geografía de Australia, Oceanía y de las regiones polares.
929	Biografías.
929.5	Genealogía.
929.6	Heráldica. Blasones. Escudos de armas.
929.7	Nobleza.
93	Historia.
930	Ciencias auxiliares de la historia.
930.1	Filosofía de la historia.
930.25	Archivística. Archivos 930.85 Historia de la civilización. Historia de la cultura.
930.85	Historia de la civilización. Historia de la cultura.
930.9	Historia universal.
931	Historia del mundo antiguo.
94	Historia de la Edad Media y Moderna en general.
940	Historia de Europa.
946.0	Historia de España.
946.011	Historia de Galicia.
946.012	Historia del Principado de Asturias.
946.013	Historia de Cantabria.
946.015	Historia del País Vasco.
946.016	Historia de Navarra.
946.018	Historia de Castilla y León.
946.021	Historia de La Rioja.
946.022	Historia de Aragón.
946.023	Historia de Cataluña.
946.025	Historia de Extremadura.
946.027	Historia de la Comunidad Autónoma de Madrid.
946.028	Historia de Castilla-La Mancha.
946.031	Historia de la Comunidad Autónoma Valenciana.
946.032	Historia de las Baleares.
946.033	Historia de la Región de Murcia.
946.035	Historia de Andalucía.
946.041	Historia de Canarias.
950	Historia de Asia.
960	Historia de África.
970	Historia de América del Norte y América Central.
972	Historia de México.
972.81	Historia de Guatemala.
972.82	Historia de Belice.
972.83	Historia de Honduras.
972.84	Historia de El Salvador.
972.85	Historia de Nicaragua.
972.86	Historia de Costa Rica.
972.87	Historia de Panamá.
972.91	Historia de Cuba.
972.92	Historia de Jamaica.
972.93	Historia de la República Dominicana.
972.94	Historia de Haití.
972.95	Historia de las Puerto Rico.
972.97/.99	Historia de las Pequeñas Antillas.
980	Historia de América del Sur.
981	Historia de Brasil.
982	Historia de Argentina.
983	Historia de Chile.
984	Historia de Bolivia.
985	Historia de Perú.
986.1	Historia de Colombia.
986.6	Historia de Ecuador.
987	Historia de Venezuela.
989.2	Historia de Paraguay.
989.9	Historia de Uruguay.
990	Historia de Australia, Oceanía y de las regiones polares.
